wav_filename,wav_filesize,transcript
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1929280-1934130.wav, 139278, в первую очередь в христианство которое глубоко чуждо такому
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-174690-176930.wav, 65038, не обсуждают не знаю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-341789-346740.wav, 117198, это пишет товарищ которого я назвал александр пучков
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-860910-864090.wav, 54158, потом серебро от которого отрубали кусочки
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-684790-685790.wav, 32078, шум
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-902430-905110.wav, 68558, качество не количеством определяется качество
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1176280-1178470.wav, 70158, но умудрились причем данный момент
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-510020-512650.wav, 55118, главное это добраться до работы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-864820-867830.wav, 83918, так как скажем самой самолетов мы и дальше
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1291899-1294090.wav, 70190, давайте правильно будем понимать становление это
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-2048210-2051540.wav, 95118, избран богом фактически повторив учения гностиков
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-564180-568660.wav, 54158, новоявленного джамахера будут нести куклы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-617340-619570.wav, 36878, в стане балов просто интересно потому что
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1120200-1122970.wav, 63758, создания потому что у нас есть достойно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SWdYPaVpxMw/parts/SWdYPaVpxMw-177760-180800.wav, 64078, и мчись на встречу приключениям
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-343240-345880.wav, 58958, напомню вам на всякий случай слова данyого шлягера
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-741960-743860.wav, 33038, миллион не отдадите или завод
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-286010-289229.wav, 86158, поэтому классифицировать надо не по словам как у
/Users/gosha/Projects/youtube-audio-captions-parsing/data/kTMpsz15IZ0/parts/kTMpsz15IZ0-27859-32200.wav, 138990, сделали в ночь со на марта года
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-122179-124130.wav, 47758, в других странах не перетаскивать под
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-734480-738510.wav, 129038, руки о законопроект к сожалению
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-334659-337009.wav, 55438, я уж догадываюсь рановато
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-58400-61140.wav, 63758, на крупном к тому же детском канале страны
/Users/gosha/Projects/youtube-audio-captions-parsing/data/GxreR3Edaq0/parts/GxreR3Edaq0-110659-115659.wav, 58958, интервью с максом кайзером
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-120049-121929.wav, 58958, кукловоды управляю миром изза кулис
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-757440-760610.wav, 52558, если и дальше этот самый капитал будет убегать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-5200-12660.wav, 152718, здравствуйте андрей афанасьев эта программа русский ответ ежедневно в студии телеканала царьград мы обсуждаем важнейшие политические темы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1822340-1827550.wav, 144398, в гностицизме наиболее ярко выражено это разделение
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-942000-947000.wav, 114638, внезапно тысячи людей оказались заинтересованными
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-200100-204100.wav, 124558, говорили именно тем что с детства они к этому подготовлены
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-511660-516440.wav, 122638, то передача окончательно превратится в абсурдную и не смешную пародию на саму себя
/Users/gosha/Projects/youtube-audio-captions-parsing/data/6H8c_i-_hq0/parts/6H8c_i-_hq0-164420-167320.wav, 90958, если сеттинг в аркадии паравозове кажется вам странноватым
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-173120-177700.wav, 129038, имеются платы с изначальной поддержкой до m накопителей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-1034980-1039581.wav, 142158, сейчасто не то что действительно нужно вот зачем бентли
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1185000-1191000.wav, 172878, добро пожаловать на прессконференцию по операционной системе linux
/Users/gosha/Projects/youtube-audio-captions-parsing/data/M4KrgFwfViM/parts/M4KrgFwfViM-134280-136760.wav, 44238, это моя кабинка
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-628920-630920.wav, 43598, с этим безумием раз и навсегда
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-271920-276040.wav, 117198, понимаете за последние лет менстрим остановился в х ядерных процессорах
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-434980-439039.wav, 75278, тебе нужно где жить где спать на чм перемещаться
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-776290-779360.wav, 87758, исходя из общественного продукта который поступает
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-987670-994810.wav, 196686, равно это общество будет выпускать внутреннего
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-180060-183380.wav, 101838, и шедевральную взрослую версию передачи спокойной ночи малыши
/Users/gosha/Projects/youtube-audio-captions-parsing/data/vhzNlErRU4I/parts/vhzNlErRU4I-143020-148320.wav, 162638, в его вселенной не нужна полиция скорая или пожарная нужна помощь обращайтесь к аркадию паровозову
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-13560-17520.wav, 107278, в рамках пропаганды выпускал детскую передачу пионеры завтрашнего дня
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1526340-1532610.wav, 190478, который наиболее готов к пониманию его языка
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-180560-186800.wav, 196686, но сперва он решает свистнуть у своего бати немного налички пока тот спит с благословения самого сатаны
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-556810-560840.wav, 91598, пообщаться в интернете и посмотреть фотографии
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-928680-929680.wav, 32078, как чего
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-155420-157040.wav, 41998, я пойду их куплю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1078830-1081630.wav, 81998, черпали знания из одного источника из халдейской
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-1035140-1038260.wav, 43278, совсем не за тот бюджет что был выделен изначально
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-659970-663910.wav, 116238, это круто потому что это символизирует статус ни
/Users/gosha/Projects/youtube-audio-captions-parsing/data/suRhiIQwTGM/parts/suRhiIQwTGM-56219-108890.wav, 196686, зомби зомбизомби карусель зомби карусель зомби зомбизомби
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-564990-569657.wav, 82958, которую для табачной индустрии придумали специалисты по pr еще в е годы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-506400-508840.wav, 43918, чиновники вдруг подумали что еще
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-603019-606889.wav, 118158, мы предлагаем вам несколько более безопасную продукцию платите больше денег
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1513460-1518300.wav, 113038, восприятия мира входят все оккультные секты которые
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SWdYPaVpxMw/parts/SWdYPaVpxMw-154720-155760.wav, 33358, на канале карусель
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-163400-166930.wav, 94798, процесс вторая часть вашего
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-62949-65540.wav, 57998, я бы так однозначно не говорил что все это
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1217500-1222500.wav, 160078, это слишком дорого для студента
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-420340-424699.wav, 113998, вещи оказываются просто фарсом политики вовсе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-627120-630500.wav, 59598, из берлина ушли сегодня бы там армия стояла
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1617760-1621000.wav, 103758, то же каббалистическое видение мира поскольку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-131039-133390.wav, 58318, те вы должны учиться дисциплина культура знания наука
